name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"København, Hovedstaden, Danmark",2014-01-01,4,2.9,3.6,0.9,-2.6,-0.7,2,89.59,0.17,,4.17,,,,43.2,31.1,160.6,1010.7,61.2,8,,,,,2014-01-01T08:38:54,2014-01-01T15:47:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-02,5.8,3.8,4.6,2.6,-1.6,-0.2,3.3,91.93,5.48,,54.17,,,,46.5,33.6,152.3,1003.3,70.7,7.9,,,,,2014-01-02T08:38:38,2014-01-02T15:49:04,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-03,6.9,4.9,6,3.4,1.4,2.3,5.2,94.23,1.02,,25,,,,44.6,29.3,183.8,1003.4,71.2,11.5,,,,,2014-01-03T08:38:17,2014-01-03T15:50:20,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-04,7,4.9,5.8,4.2,0.6,1.8,4,88.2,0.99,,12.5,,,,47.7,30.5,195,1003.5,46.7,14,,,,,2014-01-04T08:37:53,2014-01-04T15:51:40,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-05,6,3.3,5.3,3.6,-0.2,1.7,4.2,92.4,0.47,,25,,,,41.5,26.4,176.1,1002,55,10.5,,,,,2014-01-05T08:37:25,2014-01-05T15:53:03,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-06,6.6,3.2,4.8,3.5,-1.5,0.5,4,94.31,3.5,,25,,,,46,34.4,187.3,1004.8,63.3,11.7,,,,,2014-01-06T08:36:53,2014-01-06T15:54:30,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999,06188099999"
"København, Hovedstaden, Danmark",2014-01-07,9,6.4,7.8,5.6,2.6,4.3,6.4,91.3,2.36,,41.67,,,,46.9,27.7,210.6,1005.2,75.1,11.7,,,,,2014-01-07T08:36:17,2014-01-07T15:55:59,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-08,8.1,7,7.4,4.8,2.9,4,6,90.95,0.51,,29.17,,,,45.4,31.1,225.2,1008.2,74.3,11,,,,,2014-01-08T08:35:38,2014-01-08T15:57:31,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-09,8.2,5.1,6.6,4.8,-1,2.6,5.6,92.91,11.41,,54.17,,,,63.9,47.1,210.1,998.7,83.3,9,,,,,2014-01-09T08:34:54,2014-01-09T15:59:05,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-10,6.9,4.2,5.9,3,-2.7,1.3,4.3,89.66,5.28,,83.33,,,,73.5,55.1,274.7,1000.1,83.5,11.5,,,,,2014-01-10T08:34:07,2014-01-10T16:00:43,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-11,6.9,4.1,5.6,2.8,-1.4,1.3,4.3,91.47,3.81,,45.83,,,,53.2,32.8,251.3,1005.2,83.1,10.7,,,,,2014-01-11T08:33:16,2014-01-11T16:02:22,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-12,5.9,-1,3.3,0.9,-5.5,-1.8,-0.7,75.38,0.38,,12.5,,,,59.7,41.1,303.8,1011.9,47.5,17.9,,,,,2014-01-12T08:32:22,2014-01-12T16:04:04,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-13,2.9,-3.9,-0.8,-1,-10.2,-6.5,-3.8,80.82,1.69,,33.33,,,,44.4,37,134.7,1013,56.9,21,,,,,2014-01-13T08:31:24,2014-01-13T16:05:49,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-14,4.8,1.9,3.4,3.7,-0.6,1.5,3.2,98.73,0.37,,4.17,,,,22.8,14.1,130.1,1010.3,60.3,2.8,,,,,2014-01-14T08:30:22,2014-01-14T16:07:36,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-15,3,2,2.8,0.3,-2.7,-1.2,0.3,84.14,0,,0,,,,37.1,30.7,96.8,1011.9,85.3,11.7,,,,,2014-01-15T08:29:18,2014-01-15T16:09:24,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-16,2.9,0.9,1.5,-2.3,-6,-4.9,-0.1,89.25,2.11,,54.17,,,,59.8,41.2,115,1008.8,86.7,9.4,,,,,2014-01-16T08:28:10,2014-01-16T16:11:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-17,1.9,0.9,1.1,-3.7,-5.9,-5.2,0.1,93.12,4.32,,87.5,,,,58.9,38.9,107.8,1005.1,85.8,7.5,,,,,2014-01-17T08:26:58,2014-01-17T16:13:07,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-18,2,0.9,1.5,-4.4,-5.6,-4.9,0,89.91,1.5,,62.5,,,,59.1,39.4,101.3,1010.9,84.3,10.2,,,,,2014-01-18T08:25:44,2014-01-18T16:15:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-19,2,1,1.3,-4.6,-6.6,-5.9,-1.1,84.58,0.07,,4.17,,,,68.7,47.9,92.2,1015,84.5,12.8,,,,,2014-01-19T08:24:26,2014-01-19T16:16:58,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-20,1.8,0.9,1,-5.3,-6.7,-6,-1,86.31,0.11,,16.67,,,,67,48.6,89.8,1014.1,87.2,12.6,,,,,2014-01-20T08:23:06,2014-01-20T16:18:55,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-21,0.9,0.8,0.8,-4.7,-5.8,-5.3,-1.2,86.78,0,,4.17,,,,57.1,33.9,88,1016.6,90.6,13.2,,,,,2014-01-21T08:21:42,2014-01-21T16:20:54,0.62,Overcast,Cloudy skies throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-22,0.8,-1.8,-0.3,-5.1,-8.8,-6.8,-5.5,68.04,0,,0,,,,50.1,33.9,99.4,1021,86.4,17.6,,,,,2014-01-22T08:20:16,2014-01-22T16:22:54,0.67,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-23,-0.2,-2.1,-1.1,-5.8,-10,-7.6,-6.1,68.73,0,,0,,,,50.8,38.6,122.2,1022.3,92,17.3,,,,,2014-01-23T08:18:47,2014-01-23T16:24:55,0.72,Overcast,Cloudy skies throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-24,-1.9,-3.8,-2.7,-8.7,-11.7,-10,-7.5,69.91,0,,0,,,,54.5,35.4,106,1024.9,72,17.1,,,,,2014-01-24T08:17:15,2014-01-24T16:26:58,0.77,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-25,-3.1,-5.1,-3.9,-10.3,-13.8,-11.9,-8.2,72.28,0.08,,8.33,,,,48.9,37.7,125.8,1025.8,82.7,16.6,,,,,2014-01-25T08:15:41,2014-01-25T16:29:02,0.82,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-26,-3,-6.1,-5,-9.7,-15.1,-13,-8.3,77.59,0.18,,25,,,,51.6,37.2,119.1,1014.1,83,13.4,,,,,2014-01-26T08:14:04,2014-01-26T16:31:06,0.88,"Snow, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-27,-1.2,-6,-2.9,-6.7,-15.1,-10.7,-4.3,90.43,2.9,,70.83,,,,60.3,44.6,122.8,1000.3,82.6,5.5,,,,,2014-01-27T08:12:24,2014-01-27T16:33:12,0.92,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-28,-0.1,-2,-0.9,-5.5,-9.6,-7.3,-2.6,88.18,0.16,,12.5,,,,48.1,34,115.7,1008.2,83,7.3,,,,,2014-01-28T08:10:42,2014-01-28T16:35:18,0.96,"Snow, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-29,-2.1,-5,-3.8,-8.7,-13.3,-11.4,-6.2,83.63,0.63,,45.83,,,,55.8,38.2,107.1,1014.4,83,8.2,,,,,2014-01-29T08:08:58,2014-01-29T16:37:25,0.99,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-30,-2,-4.3,-3.2,-8.7,-11.9,-10.4,-5.2,86.13,0.4,,25,,,,47.4,31.8,111.8,1017.8,82.7,9.3,,,,,2014-01-30T08:07:12,2014-01-30T16:39:32,1,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-01-31,-1.1,-2.9,-2,-5.4,-9.8,-8,-3.3,91.03,2.12,,29.17,,,,39.2,31.2,125.9,1013.5,83.1,6.2,,,,,2014-01-31T08:05:23,2014-01-31T16:41:40,0,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,snow,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-01,2.1,-1.1,1,-1.8,-6,-4.2,0,92.77,3.35,,29.17,,,,38.9,35.7,153.1,1003.6,74.3,4.9,,,,,2014-02-01T08:03:32,2014-02-01T16:43:49,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-02,3.3,-0.6,2,0.3,-3.7,-1.2,1.5,96.56,0.07,,4.17,,,,19.4,16,172.7,1011.3,40.4,4.1,,,,,2014-02-02T08:01:39,2014-02-02T16:45:58,0.05,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-03,1.9,-1.2,0,0.1,-5,-3.2,-0.1,99.5,0,,0,,,,26.6,22.4,122.9,1018.9,16.2,0.9,,,,,2014-02-03T07:59:44,2014-02-03T16:48:08,0.09,Clear,Clear conditions throughout the day.,fog,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-04,1.9,0.9,1.3,-1.1,-4.5,-2.6,0,91.37,0,,4.17,,,,34.4,25.1,142.9,1011.6,59.8,6.2,,,,,2014-02-04T07:57:47,2014-02-04T16:50:17,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-05,2.8,-0.8,0.9,-1.1,-5,-3.2,0.1,94.38,0,,0,,,,24.7,25.8,121.8,1004.5,23,3.9,,,,,2014-02-05T07:55:48,2014-02-05T16:52:27,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-06,5.2,0.9,2.9,2.3,-3.9,-0.8,1.7,91.57,0.07,,4.17,,,,21.1,18.6,181.3,1000.6,59.6,8.6,,,,,2014-02-06T07:53:47,2014-02-06T16:54:37,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-07,5.8,2.9,3.8,1.7,-3,-1.1,2.6,91.79,8.12,,54.17,,,,41.3,33.9,168.7,990.8,66.1,11.9,,,,,2014-02-07T07:51:44,2014-02-07T16:56:48,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-08,5,3.2,4,0.6,-1.6,-0.6,2.6,90.37,1.42,,33.33,,,,44.9,27.3,196.8,992.7,72.1,12.8,,,,,2014-02-08T07:49:40,2014-02-08T16:58:58,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-09,5.2,3.2,4.3,0.8,-1.7,-0.4,2.7,89.59,8.82,,58.33,,,,37,32.6,184.7,989.8,69.9,13.7,,,,,2014-02-09T07:47:34,2014-02-09T17:01:09,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-10,5.3,2.2,3.7,1.9,-1.7,0,1.6,86.19,0.04,,12.5,,,,37.7,24.6,176,998.4,39.7,15.3,,,,,2014-02-10T07:45:27,2014-02-10T17:03:19,0.41,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-11,3.7,1.2,2.4,0.6,-3.4,-1.3,1,91.24,2.41,,20.83,,,,23,23.7,151.9,997.7,52.4,10,,,,,2014-02-11T07:43:18,2014-02-11T17:05:30,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-12,4.9,2.1,3.3,0.9,-2,-0.7,1.7,89.87,0.1,,8.33,,,,28.2,25.3,204.5,1001.8,44.1,10.1,,,,,2014-02-12T07:41:07,2014-02-12T17:07:40,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-13,5.4,1.2,3.5,1.2,-4.9,-1.2,1.6,87.24,3.7,,41.67,,,,40.7,34.2,177.8,994.4,41.2,17.4,,,,,2014-02-13T07:38:55,2014-02-13T17:09:50,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-14,5.2,0.9,3.3,2,-2.2,0,2.2,92.89,2.7,,33.33,,,,23,25.2,201.7,1001.8,49.3,8.8,,,,,2014-02-14T07:36:42,2014-02-14T17:12:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-15,7.5,3.1,5.2,3.3,-3.6,0.1,2.2,81.53,2.79,,33.33,,,,50,46.7,171.5,994.7,33.7,22.7,,,,,2014-02-15T07:34:27,2014-02-15T17:14:10,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-16,6.3,4,5.4,1.9,-0.9,0.3,2.8,83.52,0.46,,20.83,,,,48.5,40.1,228.6,995.9,70.2,13.7,,,,,2014-02-16T07:32:11,2014-02-16T17:16:20,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-17,7.6,1.3,4.1,3.3,-3.3,-0.5,0.9,80.79,0,,0,,,,43.1,33.6,250,1008.3,25.7,14.2,,,,,2014-02-17T07:29:54,2014-02-17T17:18:30,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-18,6.2,0.3,3.2,3.1,-3.4,0,2.3,94.03,0.25,,4.17,,,,19.4,16.6,208,1013,30.7,5.9,,,,,2014-02-18T07:27:35,2014-02-18T17:20:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-19,5.9,3.1,4.4,3.6,0.8,2.1,4.1,97.85,3.18,,45.83,,,,17.5,15.1,231,1007.3,72.2,3.6,,,,,2014-02-19T07:25:16,2014-02-19T17:22:49,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-20,6.2,4.4,5.2,3.5,0.6,1.9,4.1,92.72,0.27,,29.17,,,,24.7,26.6,212.8,1007.6,69.3,5.6,,,,,2014-02-20T07:22:55,2014-02-20T17:24:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-21,8.7,3.1,5.4,6.3,-0.9,1.9,4.4,93.19,6.4,,62.5,,,,24.7,26.1,206.8,1001.3,76.3,7.6,,,,,2014-02-21T07:20:33,2014-02-21T17:27:06,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-22,5.9,2.4,4.4,2.5,-1.4,0.3,3,90.61,0.09,,4.17,,,,32.4,25.9,213.1,1008.2,70.8,8.4,,,,,2014-02-22T07:18:10,2014-02-22T17:29:15,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-23,6.6,3.2,5.1,2.4,-1.1,1.1,3.1,87.24,0.07,,4.17,,,,36.2,28.5,201.2,1017.5,44.5,14.6,,,,,2014-02-23T07:15:46,2014-02-23T17:31:23,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-24,6.5,3,4.9,2.4,-1.6,0.6,2,81.49,0.08,,8.33,,,,37.3,29.4,170.1,1017.7,3.2,20.2,,,,,2014-02-24T07:13:22,2014-02-24T17:33:30,0.85,Rain,Clear conditions throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-25,5.2,2.8,4.3,1.1,-2,-0.1,2.2,86.5,0,,0,,,,35.5,26.7,135.3,1013.9,4.3,6.5,,,,,2014-02-25T07:10:56,2014-02-25T17:35:38,0.9,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-26,6.1,3.1,4.2,3.6,-1.2,0.8,2.8,90.2,0.08,,8.33,,,,23.3,21.2,132.8,1015.7,10.4,4.4,,,,,2014-02-26T07:08:30,2014-02-26T17:37:45,0.95,Rain,Clear conditions throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-27,5.9,2.5,3.9,4.5,0.7,2.5,3.2,95.62,0.89,,20.83,,,,21.3,14,141.8,1016,75.7,1.9,,,,,2014-02-27T07:06:02,2014-02-27T17:39:52,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-02-28,5.9,3.1,4.4,2.6,-1.4,0.8,3.5,94.3,1.32,,58.33,,,,28.3,21.2,113.1,1007,77.1,2.5,,,,,2014-02-28T07:03:34,2014-02-28T17:41:59,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-01,4.3,2.1,3.4,2.4,-1.6,0.6,3,97.11,0.38,,20.83,,,,24.7,14.5,125.9,1005.5,61.4,1.5,,,,,2014-03-01T07:01:06,2014-03-01T17:44:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-02,4.2,2,3,1.7,-2.4,-0.8,2.7,97.47,0.74,,8.33,,,,34,28.2,141.9,1003.3,64.5,1.5,,,,,2014-03-02T06:58:36,2014-03-02T17:46:11,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-03,4.8,1.3,3.4,0.8,-3.1,-1,2.1,91.6,0.07,,4.17,,,,42.6,35.9,113.7,1000.5,58.6,4.4,,,,,2014-03-03T06:56:06,2014-03-03T17:48:16,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-04,5.9,2.9,4.2,2.5,-0.9,0.7,2.6,89.58,0.08,,4.17,,,,28.5,20.9,108.6,1005.7,46.4,6.3,,,,,2014-03-04T06:53:35,2014-03-04T17:50:22,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-05,5.1,2.1,3.8,4.9,-1.8,1.5,2,88.34,0.11,,12.5,,,,21.1,15.2,112.9,1017.5,82.1,6.6,,,,,2014-03-05T06:51:04,2014-03-05T17:52:27,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-06,5.9,0.4,3.4,2.2,-2.5,0.2,2.5,93.73,0.08,,4.17,,,,21.1,25.1,195.7,1027.7,59.7,4.1,,,,,2014-03-06T06:48:32,2014-03-06T17:54:31,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-07,7.8,3.1,5.4,3.9,-1.3,1.3,3.5,87.9,0.34,,12.5,,,,40.1,29.1,193.5,1023.3,33.6,4.3,,,,,2014-03-07T06:46:00,2014-03-07T17:56:36,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-08,8.9,2.8,5.4,7,-1,2.3,1.4,76.01,0.19,,8.33,,,,40.1,25.6,224.3,1030.6,12.3,13.8,,,,,2014-03-08T06:43:27,2014-03-08T17:58:40,0.25,Rain,Clear conditions throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-09,10.8,3.9,6.5,10.8,-0.3,3.1,2.9,78.02,0.15,,8.33,,,,26.6,26.4,188.5,1028.2,0.9,9.3,,,,,2014-03-09T06:40:53,2014-03-09T18:00:44,0.3,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-10,15.6,3.5,7.8,15.6,-0.4,5.5,4.1,78.84,0,,0,,,,28,21.7,214.7,1025.8,9.2,6.4,,,,,2014-03-10T06:38:19,2014-03-10T18:02:47,0.34,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-11,9.5,0.6,5,8.9,-2.8,2.5,0.5,74.83,0,,0,,,,28,23.4,287.1,1035.3,2.3,21.9,,,,,2014-03-11T06:35:45,2014-03-11T18:04:50,0.38,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-12,12.6,-0.9,5.6,12.6,-2.7,4.6,-0.9,66.12,0,,0,,,,16.1,14.7,265.8,1034.9,0,22.3,,,,,2014-03-12T06:33:11,2014-03-12T18:06:53,0.42,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-13,13.1,-0.6,6.3,13.1,-3.4,4.5,-0.6,65.78,0,,0,,,,24.7,19.7,257.8,1026.8,0,17.3,,,,,2014-03-13T06:30:36,2014-03-13T18:08:56,0.45,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
